PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,C02,S02,N0X
38111,2016,NM,ELECTRIC UTILITY,ALL SOURCES,21659089,7477,34190
38112,2016,NM,ELECTRIC UTILITY,COAL,18539440,7459,31403
38113,2016,NM,ELECTRIC UTILITY,NATURAL GAS,3077997,15,2772
38114,2016,NM,ELECTRIC UTILITY,PETROLEUM,41652,3,15
38115,2016,NM,IPP NAICS-22 NON-COGEN,ALL SOURCES,1415765,16,110
38116,2016,NM,IPP NAICS-22 NON-COGEN,GEOTHERMAL,374,0,0
38117,2016,NM,IPP NAICS-22 NON-COGEN,NATURAL GAS,1415391,16,94
38118,2016,NM,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,16
38119,2016,NM,IPP NAICS-22 COGEN,ALL SOURCES,37451,0,979
38120,2016,NM,IPP NAICS-22 COGEN,NATURAL GAS,37451,0,741
38121,2016,NM,IPP NAICS-22 COGEN,OTHER BIOMASS,0,0,238
38122,2016,NM,COMMERCIAL COGEN,ALL SOURCES,80061,0,218
38123,2016,NM,COMMERCIAL COGEN,NATURAL GAS,80061,0,218
38124,2016,NM,INDUSTRIAL NON-COGEN,ALL SOURCES,910,0,1
38125,2016,NM,INDUSTRIAL NON-COGEN,NATURAL GAS,902,0,1
38126,2016,NM,INDUSTRIAL NON-COGEN,PETROLEUM,8,0,0
38127,2016,NM,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,23193276,7493,35498
38128,2016,NM,TOTAL ELECTRIC POWER INDUSTRY,COAL,18539440,7459,31403
38129,2016,NM,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,374,0,0
38130,2016,NM,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4611802,31,3826
38131,2016,NM,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,254
38132,2016,NM,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,41660,3,15
38133,2016,NV,ELECTRIC UTILITY,ALL SOURCES,11903650,2330,3064
38134,2016,NV,ELECTRIC UTILITY,COAL,1384036,2271,1862
38135,2016,NV,ELECTRIC UTILITY,NATURAL GAS,10512838,52,1197
38136,2016,NV,ELECTRIC UTILITY,PETROLEUM,6776,7,5
38137,2016,NV,IPP NAICS-22 NON-COGEN,ALL SOURCES,1030088,105,573
38138,2016,NV,IPP NAICS-22 NON-COGEN,COAL,937822,105,211
38139,2016,NV,IPP NAICS-22 NON-COGEN,GEOTHERMAL,88216,0,0
38140,2016,NV,IPP NAICS-22 NON-COGEN,NATURAL GAS,1671,0,4
38141,2016,NV,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,358
38142,2016,NV,IPP NAICS-22 NON-COGEN,PETROLEUM,2379,0,0
38143,2016,NV,IPP NAICS-22 COGEN,ALL SOURCES,1081703,6,2293
38144,2016,NV,IPP NAICS-22 COGEN,NATURAL GAS,1081690,6,2292
38145,2016,NV,IPP NAICS-22 COGEN,OTHER GASES,0,0,1
38146,2016,NV,IPP NAICS-22 COGEN,PETROLEUM,13,0,0
38147,2016,NV,COMMERCIAL COGEN,ALL SOURCES,393767,2,1004
38148,2016,NV,COMMERCIAL COGEN,NATURAL GAS,393767,2,1004
38149,2016,NV,INDUSTRIAL NON-COGEN,ALL SOURCES,132605,1,3028
38150,2016,NV,INDUSTRIAL NON-COGEN,NATURAL GAS,132605,1,3028
38151,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,14541813,2444,9962
38152,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,COAL,2321858,2376,2073
38153,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,88216,0,0
38154,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,12122571,61,7525
38155,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,358
38156,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,0,1
38157,2016,NV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,9168,7,5
38158,2016,NY,ELECTRIC UTILITY,ALL SOURCES,6731347,822,3590
38159,2016,NY,ELECTRIC UTILITY,NATURAL GAS,6426510,22,3053
38160,2016,NY,ELECTRIC UTILITY,PETROLEUM,304837,800,537
38161,2016,NY,IPP NAICS-22 NON-COGEN,ALL SOURCES,15763389,3491,19987
38162,2016,NY,IPP NAICS-22 NON-COGEN,COAL,1469298,2829,979
38163,2016,NY,IPP NAICS-22 NON-COGEN,NATURAL GAS,13154777,72,6858
38164,2016,NY,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,1,8875
38165,2016,NY,IPP NAICS-22 NON-COGEN,OTHER,941896,165,2717
38166,2016,NY,IPP NAICS-22 NON-COGEN,PETROLEUM,197418,418,195
38167,2016,NY,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,6,363
38168,2016,NY,IPP NAICS-22 COGEN,ALL SOURCES,6583421,686,2150
38169,2016,NY,IPP NAICS-22 COGEN,NATURAL GAS,6235006,25,1782
38170,2016,NY,IPP NAICS-22 COGEN,OTHER,325025,614,119
38171,2016,NY,IPP NAICS-22 COGEN,PETROLEUM,23390,19,5
38172,2016,NY,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,28,244
38173,2016,NY,COMMERCIAL NON-COGEN,ALL SOURCES,316610,22,901
38174,2016,NY,COMMERCIAL NON-COGEN,NATURAL GAS,6561,0,120
38175,2016,NY,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,91
38176,2016,NY,COMMERCIAL NON-COGEN,OTHER,309540,22,689
38177,2016,NY,COMMERCIAL NON-COGEN,PETROLEUM,509,0,1
38178,2016,NY,COMMERCIAL COGEN,ALL SOURCES,791646,182,2572
38179,2016,NY,COMMERCIAL COGEN,NATURAL GAS,695861,2,2034
38180,2016,NY,COMMERCIAL COGEN,OTHER,84056,159,466
38181,2016,NY,COMMERCIAL COGEN,PETROLEUM,11729,21,72
38182,2016,NY,INDUSTRIAL COGEN,ALL SOURCES,1108778,13169,2961
38183,2016,NY,INDUSTRIAL COGEN,COAL,676263,7915,1656
38184,2016,NY,INDUSTRIAL COGEN,NATURAL GAS,346562,1,691
38185,2016,NY,INDUSTRIAL COGEN,PETROLEUM,85953,430,120
38186,2016,NY,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,4823,494
38187,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,31295191,18372,32161
38188,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,COAL,2145561,10744,2635
38189,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,26865277,122,14538
38190,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,1,8966
38191,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1660517,960,3991
38192,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,623836,1688,930
38193,2016,NY,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,4857,1101
38194,2016,OH,ELECTRIC UTILITY,ALL SOURCES,22590684,31764,17383
38195,2016,OH,ELECTRIC UTILITY,COAL,19441806,31731,16507
38196,2016,OH,ELECTRIC UTILITY,NATURAL GAS,3091748,15,643
38197,2016,OH,ELECTRIC UTILITY,OTHER BIOMASS,0,0,85
38198,2016,OH,ELECTRIC UTILITY,PETROLEUM,57130,18,148
38199,2016,OH,IPP NAICS-22 NON-COGEN,ALL SOURCES,56948543,64726,38565
38200,2016,OH,IPP NAICS-22 NON-COGEN,COAL,46995611,62715,31374
38201,2016,OH,IPP NAICS-22 NON-COGEN,NATURAL GAS,8612000,43,1079
38202,2016,OH,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,2,5704
38203,2016,OH,IPP NAICS-22 NON-COGEN,PETROLEUM,1340932,1966,408
38204,2016,OH,IPP NAICS-22 COGEN,ALL SOURCES,241557,10,4081
38205,2016,OH,IPP NAICS-22 COGEN,NATURAL GAS,241557,0,559
38206,2016,OH,IPP NAICS-22 COGEN,OTHER GASES,0,2,3456
38207,2016,OH,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,8,66
38208,2016,OH,COMMERCIAL NON-COGEN,ALL SOURCES,75,0,2
38209,2016,OH,COMMERCIAL NON-COGEN,PETROLEUM,75,0,2
38210,2016,OH,COMMERCIAL COGEN,ALL SOURCES,190720,1,657
38211,2016,OH,COMMERCIAL COGEN,NATURAL GAS,190185,0,414
38212,2016,OH,COMMERCIAL COGEN,OTHER BIOMASS,0,0,241
38213,2016,OH,COMMERCIAL COGEN,PETROLEUM,535,1,2
38214,2016,OH,INDUSTRIAL NON-COGEN,ALL SOURCES,0,0,350
38215,2016,OH,INDUSTRIAL NON-COGEN,OTHER BIOMASS,0,0,350
38216,2016,OH,INDUSTRIAL COGEN,ALL SOURCES,1646829,34324,3894
38217,2016,OH,INDUSTRIAL COGEN,COAL,454580,9187,671
38218,2016,OH,INDUSTRIAL COGEN,NATURAL GAS,289412,0,346
38219,2016,OH,INDUSTRIAL COGEN,OTHER GASES,0,14,73
38220,2016,OH,INDUSTRIAL COGEN,OTHER,36633,392,48
38221,2016,OH,INDUSTRIAL COGEN,PETROLEUM,866204,23035,2305
38222,2016,OH,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,1696,451
38223,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,81618408,130825,64932
38224,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,COAL,66891997,103633,48552
38225,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,12424902,58,3041
38226,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,2,6380
38227,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,16,3529
38228,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,OTHER,36633,392,48
38229,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,2264876,25020,2865
38230,2016,OH,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,1704,517
38231,2016,OK,ELECTRIC UTILITY,ALL SOURCES,29044243,44867,21596
38232,2016,OK,ELECTRIC UTILITY,COAL,18227398,44792,13348
38233,2016,OK,ELECTRIC UTILITY,NATURAL GAS,10803416,51,8238
38234,2016,OK,ELECTRIC UTILITY,PETROLEUM,13429,24,10
38235,2016,OK,IPP NAICS-22 NON-COGEN,ALL SOURCES,4552502,24,1404
38236,2016,OK,IPP NAICS-22 NON-COGEN,NATURAL GAS,4552502,24,1206
38237,2016,OK,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,198
38238,2016,OK,IPP NAICS-22 COGEN,ALL SOURCES,2183936,159,729
38239,2016,OK,IPP NAICS-22 COGEN,COAL,2079435,156,676
38240,2016,OK,IPP NAICS-22 COGEN,NATURAL GAS,81364,0,45
38241,2016,OK,IPP NAICS-22 COGEN,OTHER,23137,3,8
38242,2016,OK,COMMERCIAL COGEN,ALL SOURCES,21289,0,48
38243,2016,OK,COMMERCIAL COGEN,NATURAL GAS,21289,0,48
38244,2016,OK,INDUSTRIAL NON-COGEN,ALL SOURCES,10477,1,239
38245,2016,OK,INDUSTRIAL NON-COGEN,NATURAL GAS,10012,0,230
38246,2016,OK,INDUSTRIAL NON-COGEN,PETROLEUM,465,1,9
38247,2016,OK,INDUSTRIAL COGEN,ALL SOURCES,1293175,4738,2957
38248,2016,OK,INDUSTRIAL COGEN,COAL,812799,1547,1142
38249,2016,OK,INDUSTRIAL COGEN,NATURAL GAS,332728,1,739
38250,2016,OK,INDUSTRIAL COGEN,OTHER BIOMASS,0,27,235
38251,2016,OK,INDUSTRIAL COGEN,OTHER,147648,5,164
38252,2016,OK,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,3158,677
38253,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,37105622,49789,26973
38254,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,COAL,21119632,46495,15166
38255,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,15801311,76,10506
38256,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,27,433
38257,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,OTHER,170785,8,172
38258,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,13894,25,19
38259,2016,OK,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,3158,677
38260,2016,OR,ELECTRIC UTILITY,ALL SOURCES,4820675,3358,6447
38261,2016,OR,ELECTRIC UTILITY,COAL,1889556,3323,1702
38262,2016,OR,ELECTRIC UTILITY,GEOTHERMAL,109,0,0
38263,2016,OR,ELECTRIC UTILITY,NATURAL GAS,2927390,30,3846
38264,2016,OR,ELECTRIC UTILITY,OTHER BIOMASS,0,0,897
38265,2016,OR,ELECTRIC UTILITY,PETROLEUM,3620,5,2
38266,2016,OR,IPP NAICS-22 NON-COGEN,ALL SOURCES,1318536,32,2508
38267,2016,OR,IPP NAICS-22 NON-COGEN,GEOTHERMAL,4724,0,0
38268,2016,OR,IPP NAICS-22 NON-COGEN,NATURAL GAS,1246927,6,174
38269,2016,OR,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,1,2070
38270,2016,OR,IPP NAICS-22 NON-COGEN,OTHER,66885,2,63
38271,2016,OR,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,23,201
38272,2016,OR,IPP NAICS-22 COGEN,ALL SOURCES,1754846,9,628
38273,2016,OR,IPP NAICS-22 COGEN,NATURAL GAS,1754846,9,245
38274,2016,OR,IPP NAICS-22 COGEN,OTHER BIOMASS,0,0,383
38275,2016,OR,COMMERCIAL NON-COGEN,ALL SOURCES,0,0,279
38276,2016,OR,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,279
38277,2016,OR,COMMERCIAL COGEN,ALL SOURCES,28359,0,311
38278,2016,OR,COMMERCIAL COGEN,NATURAL GAS,28359,0,84
38279,2016,OR,COMMERCIAL COGEN,OTHER BIOMASS,0,0,227
38280,2016,OR,INDUSTRIAL NON-COGEN,ALL SOURCES,0,17,15
38281,2016,OR,INDUSTRIAL NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,17,15
38282,2016,OR,INDUSTRIAL COGEN,ALL SOURCES,284441,4580,1920
38283,2016,OR,INDUSTRIAL COGEN,NATURAL GAS,284441,1,599
38284,2016,OR,INDUSTRIAL COGEN,OTHER BIOMASS,0,1,14
38285,2016,OR,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,4578,1307
38286,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,8206857,7996,12108
38287,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,COAL,1889556,3323,1702
38288,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,4833,0,0
38289,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,6241963,46,4948
38290,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,2,3870
38291,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,OTHER,66885,2,63
38292,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,3620,5,2
38293,2016,OR,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,4618,1523
38294,2016,PA,ELECTRIC UTILITY,ALL SOURCES,6520,1,144
38295,2016,PA,ELECTRIC UTILITY,NATURAL GAS,5738,0,129
38296,2016,PA,ELECTRIC UTILITY,PETROLEUM,782,1,15
38297,2016,PA,IPP NAICS-22 NON-COGEN,ALL SOURCES,75710835,83303,79372
38298,2016,PA,IPP NAICS-22 NON-COGEN,COAL,49463638,82473,60501
38299,2016,PA,IPP NAICS-22 NON-COGEN,NATURAL GAS,25007883,150,8122
38300,2016,PA,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,73,6156
38301,2016,PA,IPP NAICS-22 NON-COGEN,OTHER,1034039,448,4312
38302,2016,PA,IPP NAICS-22 NON-COGEN,PETROLEUM,205275,159,281
38303,2016,PA,IPP NAICS-22 COGEN,ALL SOURCES,6891149,6299,3002
38304,2016,PA,IPP NAICS-22 COGEN,COAL,4097587,5980,2204
38305,2016,PA,IPP NAICS-22 COGEN,NATURAL GAS,2589269,16,472
38306,2016,PA,IPP NAICS-22 COGEN,OTHER BIOMASS,0,0,190
38307,2016,PA,IPP NAICS-22 COGEN,OTHER GASES,0,0,0
38308,2016,PA,IPP NAICS-22 COGEN,OTHER,158561,288,120
38309,2016,PA,IPP NAICS-22 COGEN,PETROLEUM,45732,15,16
38310,2016,PA,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,0,0
38311,2016,PA,COMMERCIAL NON-COGEN,ALL SOURCES,148677,296,1229
38312,2016,PA,COMMERCIAL NON-COGEN,NATURAL GAS,2994,0,75
38313,2016,PA,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,681
38314,2016,PA,COMMERCIAL NON-COGEN,OTHER,142408,291,471
38315,2016,PA,COMMERCIAL NON-COGEN,PETROLEUM,3275,5,2
38316,2016,PA,COMMERCIAL COGEN,ALL SOURCES,69823,1,478
38317,2016,PA,COMMERCIAL COGEN,NATURAL GAS,69139,0,465
38318,2016,PA,COMMERCIAL COGEN,PETROLEUM,684,1,13
38319,2016,PA,INDUSTRIAL NON-COGEN,ALL SOURCES,6072,10,121
38320,2016,PA,INDUSTRIAL NON-COGEN,PETROLEUM,6072,10,121
38321,2016,PA,INDUSTRIAL COGEN,ALL SOURCES,2208227,9629,2706
38322,2016,PA,INDUSTRIAL COGEN,COAL,1052023,5900,964
38323,2016,PA,INDUSTRIAL COGEN,NATURAL GAS,970455,3,477
38324,2016,PA,INDUSTRIAL COGEN,OTHER BIOMASS,0,5,174
38325,2016,PA,INDUSTRIAL COGEN,OTHER GASES,0,27,341
38326,2016,PA,INDUSTRIAL COGEN,PETROLEUM,185749,552,107
38327,2016,PA,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,3142,643
38328,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,85041303,99539,87052
38329,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,COAL,54613248,94353,63669
38330,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,28645478,169,9740
38331,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,78,7201
38332,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,27,341
38333,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,1335008,1027,4903
38334,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,447569,743,555
38335,2016,PA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,3142,643
38336,2016,RI,ELECTRIC UTILITY,ALL SOURCES,9999,17,197
38337,2016,RI,ELECTRIC UTILITY,PETROLEUM,9999,17,197
38338,2016,RI,IPP NAICS-22 NON-COGEN,ALL SOURCES,2565851,15,547
38339,2016,RI,IPP NAICS-22 NON-COGEN,NATURAL GAS,2557625,10,406
38340,2016,RI,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,1,140
38341,2016,RI,IPP NAICS-22 NON-COGEN,PETROLEUM,8226,4,1
38342,2016,RI,COMMERCIAL COGEN,ALL SOURCES,94179,54,168
38343,2016,RI,COMMERCIAL COGEN,NATURAL GAS,84709,0,159
38344,2016,RI,COMMERCIAL COGEN,PETROLEUM,9470,54,9
38345,2016,RI,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,2670029,86,912
38346,2016,RI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,2642334,10,565
38347,2016,RI,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,1,140
38348,2016,RI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,27695,75,207
38349,2016,SC,ELECTRIC UTILITY,ALL SOURCES,25802983,10157,11723
38350,2016,SC,ELECTRIC UTILITY,COAL,19912265,10051,8881
38351,2016,SC,ELECTRIC UTILITY,NATURAL GAS,5807966,26,1406
38352,2016,SC,ELECTRIC UTILITY,OTHER BIOMASS,0,0,1147
38353,2016,SC,ELECTRIC UTILITY,PETROLEUM,82752,17,102
38354,2016,SC,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,63,187
38355,2016,SC,IPP NAICS-22 NON-COGEN,ALL SOURCES,716484,73,481
38356,2016,SC,IPP NAICS-22 NON-COGEN,NATURAL GAS,715930,3,208
38357,2016,SC,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,206
38358,2016,SC,IPP NAICS-22 NON-COGEN,PETROLEUM,554,1,0
38359,2016,SC,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,69,67
38360,2016,SC,IPP NAICS-22 COGEN,ALL SOURCES,784753,167,231
38361,2016,SC,IPP NAICS-22 COGEN,NATURAL GAS,770113,4,126
38362,2016,SC,IPP NAICS-22 COGEN,OTHER,12060,126,10
38363,2016,SC,IPP NAICS-22 COGEN,PETROLEUM,2580,4,1
38364,2016,SC,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,33,94
38365,2016,SC,COMMERCIAL NON-COGEN,ALL SOURCES,564,0,3
38366,2016,SC,COMMERCIAL NON-COGEN,NATURAL GAS,469,0,1
38367,2016,SC,COMMERCIAL NON-COGEN,PETROLEUM,95,0,2
38368,2016,SC,INDUSTRIAL NON-COGEN,ALL SOURCES,0,0,106
38369,2016,SC,INDUSTRIAL NON-COGEN,OTHER BIOMASS,0,0,106
38370,2016,SC,INDUSTRIAL COGEN,ALL SOURCES,696261,12700,2850
38371,2016,SC,INDUSTRIAL COGEN,COAL,302503,1472,138
38372,2016,SC,INDUSTRIAL COGEN,NATURAL GAS,196876,0,148
38373,2016,SC,INDUSTRIAL COGEN,OTHER,146324,1476,105
38374,2016,SC,INDUSTRIAL COGEN,PETROLEUM,50558,140,21
38375,2016,SC,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,9612,2438
38376,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,28001045,23097,15394
38377,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,COAL,20214768,11523,9019
38378,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,7491354,33,1889
38379,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,1459
38380,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,OTHER,158384,1602,115
38381,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,136539,162,126
38382,2016,SC,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,9777,2786
38383,2016,SD,ELECTRIC UTILITY,ALL SOURCES,2675840,753,1075
38384,2016,SD,ELECTRIC UTILITY,COAL,2254282,750,873
38385,2016,SD,ELECTRIC UTILITY,NATURAL GAS,416732,1,184
38386,2016,SD,ELECTRIC UTILITY,PETROLEUM,4826,2,18
38387,2016,SD,IPP NAICS-22 NON-COGEN,ALL SOURCES,38,0,1
38388,2016,SD,IPP NAICS-22 NON-COGEN,PETROLEUM,38,0,1
38389,2016,SD,COMMERCIAL NON-COGEN,ALL SOURCES,30,0,1
38390,2016,SD,COMMERCIAL NON-COGEN,PETROLEUM,30,0,1
38391,2016,SD,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,2675908,753,1077
38392,2016,SD,TOTAL ELECTRIC POWER INDUSTRY,COAL,2254282,750,873
38393,2016,SD,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,416732,1,184
38394,2016,SD,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,4894,2,20
38395,2016,TN,ELECTRIC UTILITY,ALL SOURCES,36038717,28370,17447
38396,2016,TN,ELECTRIC UTILITY,COAL,31255669,28321,15709
38397,2016,TN,ELECTRIC UTILITY,NATURAL GAS,4683226,22,1695
38398,2016,TN,ELECTRIC UTILITY,PETROLEUM,99822,27,43
38399,2016,TN,IPP NAICS-22 NON-COGEN,ALL SOURCES,697,0,973
38400,2016,TN,IPP NAICS-22 NON-COGEN,NATURAL GAS,631,0,15
38401,2016,TN,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,957
38402,2016,TN,IPP NAICS-22 NON-COGEN,PETROLEUM,66,0,1
38403,2016,TN,COMMERCIAL COGEN,ALL SOURCES,133172,0,359
38404,2016,TN,COMMERCIAL COGEN,NATURAL GAS,133158,0,359
38405,2016,TN,COMMERCIAL COGEN,PETROLEUM,14,0,0
38406,2016,TN,INDUSTRIAL COGEN,ALL SOURCES,3754389,20123,2975
38407,2016,TN,INDUSTRIAL COGEN,COAL,2932353,11832,2148
38408,2016,TN,INDUSTRIAL COGEN,NATURAL GAS,734145,4,231
38409,2016,TN,INDUSTRIAL COGEN,OTHER BIOMASS,0,126,128
38410,2016,TN,INDUSTRIAL COGEN,OTHER GASES,0,0,71
38411,2016,TN,INDUSTRIAL COGEN,OTHER,81245,927,2
38412,2016,TN,INDUSTRIAL COGEN,PETROLEUM,6646,7,1
38413,2016,TN,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,7227,394
38414,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,39926975,48493,21754
38415,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,COAL,34188022,40153,17857
38416,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,5551160,26,2300
38417,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,126,1085
38418,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,0,71
38419,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,OTHER,81245,927,2
38420,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,106548,34,45
38421,2016,TN,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,7227,394
38422,2016,TX,ELECTRIC UTILITY,ALL SOURCES,65932637,56836,45853
38423,2016,TX,ELECTRIC UTILITY,COAL,46273993,56703,31938
38424,2016,TX,ELECTRIC UTILITY,NATURAL GAS,19624650,101,13889
38425,2016,TX,ELECTRIC UTILITY,PETROLEUM,33994,27,17
38426,2016,TX,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,5,9
38427,2016,TX,IPP NAICS-22 NON-COGEN,ALL SOURCES,121911250,165794,59275
38428,2016,TX,IPP NAICS-22 NON-COGEN,COAL,81236272,165560,40067
38429,2016,TX,IPP NAICS-22 NON-COGEN,NATURAL GAS,40644259,207,12333
38430,2016,TX,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,6799
38431,2016,TX,IPP NAICS-22 NON-COGEN,PETROLEUM,30719,27,20
38432,2016,TX,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,0,56
38433,2016,TX,IPP NAICS-22 COGEN,ALL SOURCES,23581523,178,7139
38434,2016,TX,IPP NAICS-22 COGEN,NATURAL GAS,23581523,165,6744
38435,2016,TX,IPP NAICS-22 COGEN,OTHER GASES,0,13,395
38436,2016,TX,COMMERCIAL NON-COGEN,ALL SOURCES,332,1,7
38437,2016,TX,COMMERCIAL NON-COGEN,PETROLEUM,332,1,7
