PKEY,YEAR,STATE,TYPEOFPRODUCER,ENERGYSOURCE,C02,S02,N0X
38438,2016,TX,COMMERCIAL COGEN,ALL SOURCES,408728,4,995
38439,2016,TX,COMMERCIAL COGEN,NATURAL GAS,407422,2,910
38440,2016,TX,COMMERCIAL COGEN,OTHER BIOMASS,0,0,84
38441,2016,TX,COMMERCIAL COGEN,PETROLEUM,1306,2,1
38442,2016,TX,INDUSTRIAL NON-COGEN,ALL SOURCES,999392,551,4193
38443,2016,TX,INDUSTRIAL NON-COGEN,NATURAL GAS,867752,2,2361
38444,2016,TX,INDUSTRIAL NON-COGEN,OTHER GASES,0,5,1472
38445,2016,TX,INDUSTRIAL NON-COGEN,PETROLEUM,131640,544,360
38446,2016,TX,INDUSTRIAL COGEN,ALL SOURCES,23623248,9821,48466
38447,2016,TX,INDUSTRIAL COGEN,NATURAL GAS,23516460,185,43327
38448,2016,TX,INDUSTRIAL COGEN,OTHER BIOMASS,0,19,451
38449,2016,TX,INDUSTRIAL COGEN,OTHER GASES,0,32,2399
38450,2016,TX,INDUSTRIAL COGEN,OTHER,8946,87,5
38451,2016,TX,INDUSTRIAL COGEN,PETROLEUM,97842,259,304
38452,2016,TX,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,9239,1980
38453,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,236457110,233185,165928
38454,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,COAL,127510265,222263,72005
38455,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,108642066,662,79564
38456,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,19,7334
38457,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,50,4266
38458,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,OTHER,8946,87,5
38459,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,295833,860,709
38460,2016,TX,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,9244,2045
38461,2016,US-TOTAL,ELECTRIC UTILITY,ALL SOURCES,1216341980,929424,896020
38462,2016,US-TOTAL,ELECTRIC UTILITY,COAL,921199512,899466,702275
38463,2016,US-TOTAL,ELECTRIC UTILITY,GEOTHERMAL,28414,0,0
38464,2016,US-TOTAL,ELECTRIC UTILITY,NATURAL GAS,277487856,1782,153163
38465,2016,US-TOTAL,ELECTRIC UTILITY,OTHER BIOMASS,0,325,9450
38466,2016,US-TOTAL,ELECTRIC UTILITY,OTHER GASES,0,3,331
38467,2016,US-TOTAL,ELECTRIC UTILITY,OTHER,444620,262,923
38468,2016,US-TOTAL,ELECTRIC UTILITY,PETROLEUM,17181578,27256,27231
38469,2016,US-TOTAL,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,330,2647
38470,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,ALL SOURCES,512675448,439912,374157
38471,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,COAL,295457485,426164,196340
38472,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,GEOTHERMAL,387912,0,0
38473,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,NATURAL GAS,204988321,1004,55123
38474,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,179,90291
38475,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,OTHER,9007750,6942,24649
38476,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,PETROLEUM,2833980,4440,2381
38477,2016,US-TOTAL,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,1183,5373
38478,2016,US-TOTAL,IPP NAICS-22 COGEN,ALL SOURCES,87118740,29552,72963
38479,2016,US-TOTAL,IPP NAICS-22 COGEN,COAL,18016841,16960,18091
38480,2016,US-TOTAL,IPP NAICS-22 COGEN,NATURAL GAS,65478117,505,36064
38481,2016,US-TOTAL,IPP NAICS-22 COGEN,OTHER BIOMASS,0,62,6832
38482,2016,US-TOTAL,IPP NAICS-22 COGEN,OTHER GASES,0,381,5070
38483,2016,US-TOTAL,IPP NAICS-22 COGEN,OTHER,1781131,5548,2461
38484,2016,US-TOTAL,IPP NAICS-22 COGEN,PETROLEUM,1842651,5613,2421
38485,2016,US-TOTAL,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,483,2024
38486,2016,US-TOTAL,COMMERCIAL NON-COGEN,ALL SOURCES,1583551,868,9102
38487,2016,US-TOTAL,COMMERCIAL NON-COGEN,NATURAL GAS,231102,1,858
38488,2016,US-TOTAL,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,3,5244
38489,2016,US-TOTAL,COMMERCIAL NON-COGEN,OTHER,1338097,855,2923
38490,2016,US-TOTAL,COMMERCIAL NON-COGEN,PETROLEUM,14352,9,76
38491,2016,US-TOTAL,COMMERCIAL NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,0,1
38492,2016,US-TOTAL,COMMERCIAL COGEN,ALL SOURCES,9370902,11680,36630
38493,2016,US-TOTAL,COMMERCIAL COGEN,COAL,1324221,8743,2178
38494,2016,US-TOTAL,COMMERCIAL COGEN,NATURAL GAS,6747067,15,19581
38495,2016,US-TOTAL,COMMERCIAL COGEN,OTHER BIOMASS,0,2,8339
38496,2016,US-TOTAL,COMMERCIAL COGEN,OTHER,1122058,1391,5496
38497,2016,US-TOTAL,COMMERCIAL COGEN,PETROLEUM,177556,1495,568
38498,2016,US-TOTAL,COMMERCIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,34,468
38499,2016,US-TOTAL,INDUSTRIAL NON-COGEN,ALL SOURCES,2144994,1125,14386
38500,2016,US-TOTAL,INDUSTRIAL NON-COGEN,COAL,235304,499,459
38501,2016,US-TOTAL,INDUSTRIAL NON-COGEN,NATURAL GAS,1747362,5,9430
38502,2016,US-TOTAL,INDUSTRIAL NON-COGEN,OTHER BIOMASS,0,4,1848
38503,2016,US-TOTAL,INDUSTRIAL NON-COGEN,OTHER GASES,0,5,1645
38504,2016,US-TOTAL,INDUSTRIAL NON-COGEN,OTHER,0,0,22
38505,2016,US-TOTAL,INDUSTRIAL NON-COGEN,PETROLEUM,162328,595,967
38506,2016,US-TOTAL,INDUSTRIAL NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,17,15
38507,2016,US-TOTAL,INDUSTRIAL COGEN,ALL SOURCES,99165297,394172,226939
38508,2016,US-TOTAL,INDUSTRIAL COGEN,COAL,29266792,133950,31072
38509,2016,US-TOTAL,INDUSTRIAL COGEN,NATURAL GAS,64468986,372,110257
38510,2016,US-TOTAL,INDUSTRIAL COGEN,OTHER BIOMASS,0,782,4481
38511,2016,US-TOTAL,INDUSTRIAL COGEN,OTHER GASES,0,280,15000
38512,2016,US-TOTAL,INDUSTRIAL COGEN,OTHER,897071,4623,1514
38513,2016,US-TOTAL,INDUSTRIAL COGEN,PETROLEUM,4532448,39369,6737
38514,2016,US-TOTAL,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,214796,57878
38515,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,1928400912,1806733,1630197
38516,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,COAL,1265500155,1485782,950415
38517,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,416326,0,0
38518,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,621148811,3684,384476
38519,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,1357,126485
38520,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,669,22046
38521,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,OTHER,14590727,19621,37988
38522,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,26744893,78777,40381
38523,2016,US-TOTAL,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,216843,68406
38524,2016,UT,ELECTRIC UTILITY,ALL SOURCES,26685723,8771,28851
38525,2016,UT,ELECTRIC UTILITY,COAL,23477097,8754,28158
38526,2016,UT,ELECTRIC UTILITY,GEOTHERMAL,6759,0,0
38527,2016,UT,ELECTRIC UTILITY,NATURAL GAS,3180040,15,680
38528,2016,UT,ELECTRIC UTILITY,PETROLEUM,21827,2,13
38529,2016,UT,IPP NAICS-22 NON-COGEN,ALL SOURCES,549819,451,1159
38530,2016,UT,IPP NAICS-22 NON-COGEN,COAL,451639,451,248
38531,2016,UT,IPP NAICS-22 NON-COGEN,GEOTHERMAL,6003,0,0
38532,2016,UT,IPP NAICS-22 NON-COGEN,NATURAL GAS,90819,0,9
38533,2016,UT,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,901
38534,2016,UT,IPP NAICS-22 NON-COGEN,PETROLEUM,1358,0,1
38535,2016,UT,IPP NAICS-22 COGEN,ALL SOURCES,45743,78,230
38536,2016,UT,IPP NAICS-22 COGEN,NATURAL GAS,311,0,1
38537,2016,UT,IPP NAICS-22 COGEN,OTHER,45432,78,229
38538,2016,UT,COMMERCIAL NON-COGEN,ALL SOURCES,25783,0,286
38539,2016,UT,COMMERCIAL NON-COGEN,NATURAL GAS,25783,0,68
38540,2016,UT,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,218
38541,2016,UT,COMMERCIAL COGEN,ALL SOURCES,19944,0,54
38542,2016,UT,COMMERCIAL COGEN,NATURAL GAS,19944,0,54
38543,2016,UT,INDUSTRIAL COGEN,ALL SOURCES,917958,1912,2486
38544,2016,UT,INDUSTRIAL COGEN,COAL,494089,1910,1059
38545,2016,UT,INDUSTRIAL COGEN,NATURAL GAS,423869,2,1340
38546,2016,UT,INDUSTRIAL COGEN,OTHER GASES,0,0,87
38547,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,28244970,11212,33066
38548,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,COAL,24422825,11115,29465
38549,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,GEOTHERMAL,12762,0,0
38550,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,3740766,17,2152
38551,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,1119
38552,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,0,87
38553,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,OTHER,45432,78,229
38554,2016,UT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,23185,2,14
38555,2016,VA,ELECTRIC UTILITY,ALL SOURCES,26874052,7081,15295
38556,2016,VA,ELECTRIC UTILITY,COAL,14829474,5983,10779
38557,2016,VA,ELECTRIC UTILITY,NATURAL GAS,11713591,127,3198
38558,2016,VA,ELECTRIC UTILITY,OTHER BIOMASS,0,0,31
38559,2016,VA,ELECTRIC UTILITY,PETROLEUM,330987,903,482
38560,2016,VA,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,68,805
38561,2016,VA,IPP NAICS-22 NON-COGEN,ALL SOURCES,5153424,369,9237
38562,2016,VA,IPP NAICS-22 NON-COGEN,COAL,443677,195,206
38563,2016,VA,IPP NAICS-22 NON-COGEN,NATURAL GAS,4189619,16,917
38564,2016,VA,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,1,6413
38565,2016,VA,IPP NAICS-22 NON-COGEN,OTHER,411364,62,1161
38566,2016,VA,IPP NAICS-22 NON-COGEN,PETROLEUM,108764,58,508
38567,2016,VA,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,37,32
38568,2016,VA,IPP NAICS-22 COGEN,ALL SOURCES,1778299,1781,2558
38569,2016,VA,IPP NAICS-22 COGEN,COAL,1185423,1777,2064
38570,2016,VA,IPP NAICS-22 COGEN,NATURAL GAS,591033,2,493
38571,2016,VA,IPP NAICS-22 COGEN,PETROLEUM,1843,2,1
38572,2016,VA,COMMERCIAL NON-COGEN,ALL SOURCES,144566,3,310
38573,2016,VA,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,142
38574,2016,VA,COMMERCIAL NON-COGEN,OTHER,144332,3,164
38575,2016,VA,COMMERCIAL NON-COGEN,PETROLEUM,234,0,4
38576,2016,VA,COMMERCIAL COGEN,ALL SOURCES,355063,972,1375
38577,2016,VA,COMMERCIAL COGEN,COAL,51140,436,123
38578,2016,VA,COMMERCIAL COGEN,NATURAL GAS,33727,0,81
38579,2016,VA,COMMERCIAL COGEN,OTHER,266479,529,1168
38580,2016,VA,COMMERCIAL COGEN,PETROLEUM,3717,7,3
38581,2016,VA,INDUSTRIAL NON-COGEN,ALL SOURCES,0,0,7
38582,2016,VA,INDUSTRIAL NON-COGEN,OTHER BIOMASS,0,0,7
38583,2016,VA,INDUSTRIAL COGEN,ALL SOURCES,2260748,16447,2878
38584,2016,VA,INDUSTRIAL COGEN,COAL,1075407,6866,1140
38585,2016,VA,INDUSTRIAL COGEN,NATURAL GAS,1172622,3,615
38586,2016,VA,INDUSTRIAL COGEN,OTHER BIOMASS,0,37,4
38587,2016,VA,INDUSTRIAL COGEN,PETROLEUM,12719,16,6
38588,2016,VA,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,9525,1113
38589,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,36566152,26653,31660
38590,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,COAL,17585121,15257,14312
38591,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,17700592,148,5304
38592,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,38,6597
38593,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,822175,594,2493
38594,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,458264,986,1004
38595,2016,VA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,9630,1950
38596,2016,VT,ELECTRIC UTILITY,ALL SOURCES,5561,9,183
38597,2016,VT,ELECTRIC UTILITY,NATURAL GAS,772,0,0
38598,2016,VT,ELECTRIC UTILITY,PETROLEUM,4789,8,32
38599,2016,VT,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,1,151
38600,2016,VT,IPP NAICS-22 NON-COGEN,ALL SOURCES,0,32,362
38601,2016,VT,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,236
38602,2016,VT,IPP NAICS-22 NON-COGEN,WOOD AND WOOD DERIVED FUELS,0,32,126
38603,2016,VT,COMMERCIAL COGEN,ALL SOURCES,5965,9,36
38604,2016,VT,COMMERCIAL COGEN,NATURAL GAS,3851,0,9
38605,2016,VT,COMMERCIAL COGEN,PETROLEUM,2114,6,4
38606,2016,VT,COMMERCIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,3,23
38607,2016,VT,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,11526,50,581
38608,2016,VT,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,4623,0,9
38609,2016,VT,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,0,236
38610,2016,VT,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,6903,14,36
38611,2016,VT,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,36,300
38612,2016,WA,ELECTRIC UTILITY,ALL SOURCES,2798701,98,1354
38613,2016,WA,ELECTRIC UTILITY,NATURAL GAS,2796719,23,731
38614,2016,WA,ELECTRIC UTILITY,OTHER BIOMASS,0,1,89
38615,2016,WA,ELECTRIC UTILITY,PETROLEUM,1982,3,4
38616,2016,WA,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,71,530
38617,2016,WA,IPP NAICS-22 NON-COGEN,ALL SOURCES,6370393,1315,5676
38618,2016,WA,IPP NAICS-22 NON-COGEN,COAL,4797648,1305,4543
38619,2016,WA,IPP NAICS-22 NON-COGEN,NATURAL GAS,1454111,5,102
38620,2016,WA,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,680
38621,2016,WA,IPP NAICS-22 NON-COGEN,OTHER,110338,2,317
38622,2016,WA,IPP NAICS-22 NON-COGEN,PETROLEUM,8296,3,34
38623,2016,WA,IPP NAICS-22 COGEN,ALL SOURCES,416508,3,1695
38624,2016,WA,IPP NAICS-22 COGEN,NATURAL GAS,416508,2,1123
38625,2016,WA,IPP NAICS-22 COGEN,OTHER GASES,0,1,572
38626,2016,WA,COMMERCIAL NON-COGEN,ALL SOURCES,297,0,7
38627,2016,WA,COMMERCIAL NON-COGEN,NATURAL GAS,155,0,4
38628,2016,WA,COMMERCIAL NON-COGEN,PETROLEUM,142,0,3
38629,2016,WA,COMMERCIAL COGEN,ALL SOURCES,83075,0,521
38630,2016,WA,COMMERCIAL COGEN,NATURAL GAS,82992,0,182
38631,2016,WA,COMMERCIAL COGEN,OTHER BIOMASS,0,0,337
38632,2016,WA,COMMERCIAL COGEN,PETROLEUM,83,0,2
38633,2016,WA,INDUSTRIAL COGEN,ALL SOURCES,559968,9565,4162
38634,2016,WA,INDUSTRIAL COGEN,COAL,175850,459,275
38635,2016,WA,INDUSTRIAL COGEN,NATURAL GAS,322023,1,542
38636,2016,WA,INDUSTRIAL COGEN,OTHER BIOMASS,0,54,103
38637,2016,WA,INDUSTRIAL COGEN,PETROLEUM,62095,140,67
38638,2016,WA,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,8911,3175
38639,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,10228942,10981,13415
38640,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,COAL,4973498,1764,4818
38641,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,5072508,31,2684
38642,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,55,1209
38643,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,1,572
38644,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,OTHER,110338,2,317
38645,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,72598,146,110
38646,2016,WA,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,8982,3705
38647,2016,WI,ELECTRIC UTILITY,ALL SOURCES,38121478,11782,15336
38648,2016,WI,ELECTRIC UTILITY,COAL,32087996,11446,12604
38649,2016,WI,ELECTRIC UTILITY,NATURAL GAS,5856623,29,2143
38650,2016,WI,ELECTRIC UTILITY,OTHER BIOMASS,0,0,78
38651,2016,WI,ELECTRIC UTILITY,OTHER,30952,49,35
38652,2016,WI,ELECTRIC UTILITY,PETROLEUM,145907,238,113
38653,2016,WI,ELECTRIC UTILITY,WOOD AND WOOD DERIVED FUELS,0,20,363
38654,2016,WI,IPP NAICS-22 NON-COGEN,ALL SOURCES,231754,3,4248
38655,2016,WI,IPP NAICS-22 NON-COGEN,NATURAL GAS,231303,1,73
38656,2016,WI,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,1,4173
38657,2016,WI,IPP NAICS-22 NON-COGEN,PETROLEUM,451,1,2
38658,2016,WI,IPP NAICS-22 COGEN,ALL SOURCES,378658,2,1538
38659,2016,WI,IPP NAICS-22 COGEN,NATURAL GAS,377070,1,47
38660,2016,WI,IPP NAICS-22 COGEN,OTHER BIOMASS,0,0,1491
38661,2016,WI,IPP NAICS-22 COGEN,PETROLEUM,1588,1,0
38662,2016,WI,COMMERCIAL COGEN,ALL SOURCES,206576,1,1149
38663,2016,WI,COMMERCIAL COGEN,NATURAL GAS,206474,1,607
38664,2016,WI,COMMERCIAL COGEN,OTHER BIOMASS,0,0,542
38665,2016,WI,COMMERCIAL COGEN,PETROLEUM,102,0,0
38666,2016,WI,INDUSTRIAL NON-COGEN,ALL SOURCES,3,0,0
38667,2016,WI,INDUSTRIAL NON-COGEN,PETROLEUM,3,0,0
38668,2016,WI,INDUSTRIAL COGEN,ALL SOURCES,1975418,16217,5901
38669,2016,WI,INDUSTRIAL COGEN,COAL,1281891,10483,2758
38670,2016,WI,INDUSTRIAL COGEN,NATURAL GAS,564243,2,973
38671,2016,WI,INDUSTRIAL COGEN,OTHER BIOMASS,0,14,173
38672,2016,WI,INDUSTRIAL COGEN,OTHER,7734,77,15
38673,2016,WI,INDUSTRIAL COGEN,PETROLEUM,121550,1033,278
38674,2016,WI,INDUSTRIAL COGEN,WOOD AND WOOD DERIVED FUELS,0,4608,1704
38675,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,40913887,28005,28172
38676,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,COAL,33369887,21929,15362
38677,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,7235713,34,3843
38678,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,15,6457
38679,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,OTHER,38686,126,50
38680,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,269601,1273,393
38681,2016,WI,TOTAL ELECTRIC POWER INDUSTRY,WOOD AND WOOD DERIVED FUELS,0,4628,2067
38682,2016,WV,ELECTRIC UTILITY,ALL SOURCES,55242259,25911,35261
38683,2016,WV,ELECTRIC UTILITY,COAL,55066587,25907,35203
38684,2016,WV,ELECTRIC UTILITY,NATURAL GAS,88357,0,32
38685,2016,WV,ELECTRIC UTILITY,PETROLEUM,87315,4,26
38686,2016,WV,IPP NAICS-22 NON-COGEN,ALL SOURCES,12155273,12772,9617
38687,2016,WV,IPP NAICS-22 NON-COGEN,COAL,11662540,12771,9106
38688,2016,WV,IPP NAICS-22 NON-COGEN,NATURAL GAS,489059,0,509
38689,2016,WV,IPP NAICS-22 NON-COGEN,PETROLEUM,3674,1,2
38690,2016,WV,IPP NAICS-22 COGEN,ALL SOURCES,572354,954,989
38691,2016,WV,IPP NAICS-22 COGEN,COAL,571264,954,985
38692,2016,WV,IPP NAICS-22 COGEN,NATURAL GAS,1090,0,4
38693,2016,WV,INDUSTRIAL COGEN,ALL SOURCES,503046,1903,1643
38694,2016,WV,INDUSTRIAL COGEN,COAL,254975,1902,937
38695,2016,WV,INDUSTRIAL COGEN,NATURAL GAS,248071,1,583
38696,2016,WV,INDUSTRIAL COGEN,OTHER GASES,0,0,123
38697,2016,WV,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,68472932,41540,47510
38698,2016,WV,TOTAL ELECTRIC POWER INDUSTRY,COAL,67555366,41534,46231
38699,2016,WV,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,826577,1,1128
38700,2016,WV,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,0,123
38701,2016,WV,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,90989,5,28
38702,2016,WY,ELECTRIC UTILITY,ALL SOURCES,40621918,28672,32204
38703,2016,WY,ELECTRIC UTILITY,COAL,40502971,28658,32165
38704,2016,WY,ELECTRIC UTILITY,NATURAL GAS,83493,0,22
38705,2016,WY,ELECTRIC UTILITY,PETROLEUM,35454,14,17
38706,2016,WY,IPP NAICS-22 NON-COGEN,ALL SOURCES,816525,311,537
38707,2016,WY,IPP NAICS-22 NON-COGEN,COAL,815863,311,537
38708,2016,WY,IPP NAICS-22 NON-COGEN,NATURAL GAS,662,0,0
38709,2016,WY,INDUSTRIAL NON-COGEN,ALL SOURCES,13760,0,327
38710,2016,WY,INDUSTRIAL NON-COGEN,NATURAL GAS,13760,0,327
38711,2016,WY,INDUSTRIAL COGEN,ALL SOURCES,2719427,6173,5999
38712,2016,WY,INDUSTRIAL COGEN,COAL,2029743,6084,1570
38713,2016,WY,INDUSTRIAL COGEN,NATURAL GAS,645520,2,1478
38714,2016,WY,INDUSTRIAL COGEN,OTHER GASES,0,7,2885
38715,2016,WY,INDUSTRIAL COGEN,OTHER,0,0,48
38716,2016,WY,INDUSTRIAL COGEN,PETROLEUM,44164,80,18
38717,2016,WY,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,44171630,35156,39067
38718,2016,WY,TOTAL ELECTRIC POWER INDUSTRY,COAL,43348577,35053,34272
38719,2016,WY,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,743435,2,1827
38720,2016,WY,TOTAL ELECTRIC POWER INDUSTRY,OTHER GASES,0,7,2885
38721,2016,WY,TOTAL ELECTRIC POWER INDUSTRY,OTHER,0,0,48
38722,2016,WY,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,79618,94,35
38723,2017,AK,ELECTRIC UTILITY,ALL SOURCES,2780122,1611,18235
38724,2017,AK,ELECTRIC UTILITY,COAL,575652,497,895
38725,2017,AK,ELECTRIC UTILITY,NATURAL GAS,1538593,8,11214
38726,2017,AK,ELECTRIC UTILITY,PETROLEUM,665877,1106,6126
38727,2017,AK,IPP NAICS-22 COGEN,ALL SOURCES,316812,375,726
38728,2017,AK,IPP NAICS-22 COGEN,COAL,316812,375,726
38729,2017,AK,COMMERCIAL NON-COGEN,ALL SOURCES,1023,0,458
38730,2017,AK,COMMERCIAL NON-COGEN,NATURAL GAS,980,0,23
38731,2017,AK,COMMERCIAL NON-COGEN,OTHER BIOMASS,0,0,434
38732,2017,AK,COMMERCIAL NON-COGEN,PETROLEUM,43,0,1
38733,2017,AK,COMMERCIAL COGEN,ALL SOURCES,362120,511,674
38734,2017,AK,COMMERCIAL COGEN,COAL,351156,493,660
38735,2017,AK,COMMERCIAL COGEN,NATURAL GAS,842,0,2
38736,2017,AK,COMMERCIAL COGEN,PETROLEUM,10122,18,12
38737,2017,AK,INDUSTRIAL NON-COGEN,ALL SOURCES,21546,45,456
38738,2017,AK,INDUSTRIAL NON-COGEN,OTHER BIOMASS,0,9,28
38739,2017,AK,INDUSTRIAL NON-COGEN,PETROLEUM,21546,36,428
38740,2017,AK,INDUSTRIAL COGEN,ALL SOURCES,49891,17,322
38741,2017,AK,INDUSTRIAL COGEN,NATURAL GAS,39741,0,120
38742,2017,AK,INDUSTRIAL COGEN,PETROLEUM,10150,17,202
38743,2017,AK,TOTAL ELECTRIC POWER INDUSTRY,ALL SOURCES,3531514,2559,20871
38744,2017,AK,TOTAL ELECTRIC POWER INDUSTRY,COAL,1243620,1365,2281
38745,2017,AK,TOTAL ELECTRIC POWER INDUSTRY,NATURAL GAS,1580156,8,11359
38746,2017,AK,TOTAL ELECTRIC POWER INDUSTRY,OTHER BIOMASS,0,9,462
38747,2017,AK,TOTAL ELECTRIC POWER INDUSTRY,PETROLEUM,707738,1177,6769
38748,2017,AL,ELECTRIC UTILITY,ALL SOURCES,38020315,9441,18333
38749,2017,AL,ELECTRIC UTILITY,COAL,30218284,9382,13707
38750,2017,AL,ELECTRIC UTILITY,NATURAL GAS,7781493,55,4607
38751,2017,AL,ELECTRIC UTILITY,PETROLEUM,20538,4,19
38752,2017,AL,IPP NAICS-22 NON-COGEN,ALL SOURCES,11208873,57,1485
38753,2017,AL,IPP NAICS-22 NON-COGEN,NATURAL GAS,11206087,57,896
38754,2017,AL,IPP NAICS-22 NON-COGEN,OTHER BIOMASS,0,0,585
38755,2017,AL,IPP NAICS-22 NON-COGEN,PETROLEUM,2786,0,4
38756,2017,AL,IPP NAICS-22 COGEN,ALL SOURCES,1815360,65,421
38757,2017,AL,IPP NAICS-22 COGEN,NATURAL GAS,1815360,9,199
38758,2017,AL,IPP NAICS-22 COGEN,WOOD AND WOOD DERIVED FUELS,0,56,222
